Word,Emotion,Figurative,Physical,Emotion_sticky,Figurative_sticky,Physical_sticky
ground,,,1,,,
and,,,,,,
an,,,,,,
admiring,1,,,,,
whoop,1,,,,,
from,,,,,,
Ron.,,,1,,,
,,,,,,
He,,,,,,
turned,,,,,,
his,,,,,,
broomstick,,,1,,,
sharply,,,,,,
to,,,,,,
face,,,,,,
Malfoy,,,1,,,
in,,,,,,
midair.,,,,,,
,,,,,,
Malfoy,,,1,,,
looked,,,,,,
stunned.,1,,,,,
"""Give",,,,,,
it,,,,,,
"here,""",,,,,,
Harry,,,1,,,
"called,",,,,,,
"""or",,,,,,
I'll,,,,,,
knock,,,,,,
you,,,,,,
off,,,,,,
that,,,,,,
"broom!""",,,1,,,
,,,,,,
"""Oh,",,,,,,
"yeah?""",,,,,,
said,,,,,,
"Malfoy,",,,1,,,
trying,,,,,,
to,,,,,,
"sneer,",1,,,,,
but,,,,,,
looking,,,,,,
worried.,1,,,,,
,,,,,,
Harry,,,1,,,
"knew,",,,,,,
"somehow,",,,,,,
what,,,,,,
to,,,,,,
do.,,,,,,
He,,,,,,
leaned,,,,,,
forward,,,,,,
and,,,,,,
grasped,,,,,,
the,,,,,,
broom,,,1,,,
tightly,,,,,,
in,,,,,,
both,,,,,,
"hands,",,,1,,,
and,,,,,,
it,,,,,,
shot,,1,,,,
toward,,,,,,
Malfoy,,,1,,,
like,,1,,,,
a,,1,,,,
javelin.,,1,,,,
Malfoy,,,1,,,
only,,,,,,
just,,,,,,
got,,,,,,
out,,,,,,
of,,,,,,
the,,,,,,
way,,,,,,
in,,,,,,
time;,,,,,,
Harry,,,1,,,
made,,,,,,
a,,,,,,
sharp,,,,,,
about-face,,,,,,
and,,,,,,
held,,,,,,
the,,,,,,
broom,,,1,,,
steady.,,,,,,
A,,,,,,
few,,,,,,
people,,,,,,
below,,,,,,
were,,,,,,
clapping.,,,,,,
,,,,,,
"""No",,,,,,
Crabbe,,,1,,,
and,,,,,,
Goyle,,,1,,,
up,,,,,,
here,,,,,,
to,,,,,,
save,,1,,,,
your,,1,,,,
"neck,",,1,1,,,
"Malfoy,""",,,1,,,
Harry,,,1,,,
called.,,,,,,
,,,,,,
The,,,,,,
same,,,,,,
thought,,,,,,
seemed,,,,,,
to,,,,,,
have,,,,,,
struck,,1,,,,
Malfoy.,,,1,,,
,,,,,,
"""Catch",,,,,,
it,,,,,,
if,,,,,,
you,,,,,,
"can,",,,,,,
"then!""",,,,,,
he,,,,,,
"shouted,",1,,,,,
and,,,,,,
he,,,,,,
threw,,,,,,
the,,,,,,
glass,,,1,,,
ball,,,1,,,
high,,,,,,
into,,,,,,
the,,,,,,
air,,,1,,,
and,,,,,,
streaked,,1,,,,
back,,,,,,
toward,,,,,,
the,,,,,,
ground.,,,1,,,
,,,,,,
Harry,,,1,,,
"saw,",,,,,,
as,,1,,,,
though,,1,,,,
in,,1,,,,
slow,,1,,,,
"motion,",,1,,,,
the,,,,,,
ball,,,1,,,
rise,,,,,,
up,,,,,,
in,,,,,,
the,,,,,,
air,,,1,,,
and,,,,,,
then,,,,,,
start,,,,,,
to,,,,,,
fall.,,,,,,
He,,,,,,
leaned,,,,,,
forward,,,,,,
and,,,,,,
pointed,,,,,,
his,,,,,,
broom,,,1,,,
handle,,,1,,,
down,,,,,,
--,,,,,,
next,,,,,,
second,,,,,,
he,,,,,,
was,,,,,,
gathering,,1,,,,
speed,,1,,,,
in,,,,,,
a,,,,,,
steep,,,,,,
"dive,",,,,,,
racing,,1,,,,
the,,,,,,
ball,,,1,,,
--,,,,,,
wind,,,1,,,
whistled,,,,,,
in,,,,,,
his,,,,,,
"ears,",,,1,,,
mingled,,,,,,
with,,,,,,
the,,,,,,
screams,1,,,,,
of,,,,,,
people,,,,,,
watching,,,,,,
--,,,,,,
he,,,,,,
stretched,,,,,,
out,,,,,,
his,,,,,,
hand,,,1,,,
--,,,,,,
a,,,,,,
foot,,,,,,
from,,,,,,
the,,,,,,
ground,,,1,,,
he,,,,,,
caught,,,,,,
"it,",,,,,,
just,,,,,,
in,,,,,,
time,,,,,,
to,,,,,,
pull,,,,,,
his,,,,,,
broom,,,1,,,
"straight,",,,,,,
and,,,,,,
he,,,,,,
toppled,,,,,,
gently,,,,,,
onto,,,,,,
the,,,,,,
grass,,,1,,,
with,,,,,,
the,,,,,,
Remembrall,,,1,,,
clutched,,,,,,
safely,,,,,,
in,,,,,,
his,,,,,,
fist.,,,,,,
,,,,,,
"""HARRY",,,1,,,
"POTTER!""",,,1,,,
,,,,,,
His,,,,,,
heart,1,,,,,
sank,1,1,,,,
faster,,1,,,,
than,,1,,,,
he'd,,1,,,,
just,,1,,,,
dived.,,1,,,,
Professor,,,1,,,
McGonagall,,,1,,,
was,,,,,,
running,,,,,,
toward,,,,,,
them.,,,,,,
He,,,,,,
got,,1,,,,
to,,1,,,,
his,,1,,,,
"feet,",,1,,,,
trembling.,1,,,,,
,,,,,,
"""Never",,,,,,
--,,,,,,
in,,,,,,
all,,,,,,
my,,,,,,
time,,,,,,
at,,,,,,
Hogwarts,,,,,,
"--""",,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
was,,,,,,
almost,,,,,,
speechless,1,,,,,
with,,,,,,
"shock,",1,,,,,
and,,,,,,
her,,,,,,
glasses,,,1,,,
flashed,,,,,,
"furiously,",1,,,,,
"""--",,,,,,
how,,,,,,
dare,,,,,,
you,,,,,,
--,,,,,,
might,,,,,,
have,,,,,,
broken,,,,,,
your,,,,,,
neck,,,1,,,
"--""",,,,,,
,,,,,,
"""It",,,,,,
wasn't,,,,,,
his,,,,,,
"fault,",,,,,,
Professor,,,1,,,
"--""",,,,,,
,,,,,,
"""Be",,,,,,
"quiet,",,,,,,
Miss,,,,,,
Patil,,,1,,,
"--""",,,,,,
,,,,,,
"""But",,,,,,
Malfoy,,,1,,,
"--""",,,,,,
"""That's",,,,,,
"enough,",,,,,,
Mr.,,,1,,,
Weasley.,,,1,,,
"Potter,",,,1,,,
follow,,,,,,
"me,",,,,,,
"now.""",,,,,,
,,,,,,
Harry,,,1,,,
caught,,1,,,,
sight,,1,,,,
of,,1,,,,
"Malfoy,",,,1,,,
"Crabbe,",,,1,,,
and,,,,,,
Goyle's,,,1,,,
triumphant,1,,,,,
faces,,,1,,,
as,,,,,,
he,,,,,,
"left,",,,,,,
walking,,,,,,
numbly,,1,,,,
in,,,,,,
Professor,,,1,,,
McGonagall's,,,1,,,
wake,,1,,,,
as,,,,,,
she,,,,,,
strode,,,,,,
toward,,,,,,
the,,,,,,
castle.,,,1,,,
He,,,,,,
was,,,,,,
going,,,,,,
to,,,,,,
be,,,,,,
"expelled,",,,,,,
he,,,,,,
just,,,,,,
knew,,,,,,
it.,,,,,,
He,,,,,,
wanted,,,,,,
to,,,,,,
say,,,,,,
something,,,,,,
to,,,,,,
defend,,,,,,
"himself,",,,,,,
but,,,,,,
there,,,,,,
seemed,,,,,,
to,,,,,,
be,,,,,,
something,,,,,,
wrong,,,,,,
with,,,,,,
his,,,,,,
voice.,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
was,,,,,,
sweeping,,1,,,,
along,,,,,,
without,,,,,,
even,,,,,,
looking,,,,,,
at,,,,,,
him;,,,,,,
he,,,,,,
had,,,,,,
to,,,,,,
jog,,,,,,
to,,,,,,
keep,,,,,,
up.,,,,,,
Now,,,,,,
he'd,,,,,,
done,,,,,,
it.,,,,,,
He,,,,,,
hadn't,,,,,,
even,,,,,,
lasted,,,,,,
two,,,,,,
weeks.,,,,,,
He'd,,,,,,
be,,,,,,
packing,,,,,,
his,,,,,,
bags,,,1,,,
in,,,,,,
ten,,,,,,
minutes.,,,,,,
What,,,,,,
would,,,,,,
the,,,,,,
Dursleys,,,1,,,
say,,,,,,
when,,,,,,
he,,,,,,
turned,,1,,,,
up,,1,,,,
on,,,,,,
the,,,,,,
doorstep?,,,1,,,
,,,,,,
Up,,,,,,
the,,,,,,
front,,,1,,,
"steps,",,,1,,,
up,,,,,,
the,,,,,,
marble,,,1,,,
staircase,,,1,,,
"inside,",,,,,,
and,,,,,,
still,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
didn't,,,,,,
say,,,,,,
a,,,,,,
word,,,,,,
to,,,,,,
him.,,,,,,
She,,,,,,
wrenched,,,,,,
open,,,,,,
doors,,,1,,,
and,,,,,,
marched,,,,,,
along,,,,,,
corridors,,,1,,,
with,,,,,,
Harry,,,1,,,
trotting,,,,,,
miserably,1,,,,,
behind,,,,,,
her.,,,,,,
Maybe,,,,,,
she,,,,,,
was,,,,,,
taking,,,,,,
him,,,,,,
to,,,,,,
Dumbledore.,,,1,,,
He,,,,,,
thought,,,,,,
of,,,,,,
"Hagrid,",,,1,,,
expelled,,,,,,
but,,,,,,
allowed,,,,,,
to,,,,,,
stay,,,,,,
on,,,,,,
as,,,,,,
gamekeeper.,,,1,,,
Perhaps,,,,,,
he,,,,,,
could,,,,,,
be,,,,,,
Hagrid's,,,1,,,
assistant.,,,,,,
His,,,,,,
stomach,,,,,,
twisted,,1,,,,
as,,,,,,
he,,,,,,
imagined,,,,,,
"it,",,,,,,
watching,,,,,,
Ron,,,1,,,
and,,,,,,
the,,,,,,
others,,,,,,
becoming,,,,,,
wizards,,,,,,
while,,,,,,
he,,,,,,
stumped,,1,,,,
around,,,,,,
the,,,,,,
grounds,,,1,,,
carrying,,,,,,
Hagrid's,,,1,,,
bag.,,,1,,,
,,,,,,
Professor,,,,,,
McGonagall,,,1,,,
stopped,,,1,,,
outside,,,,,,
a,,,,,,
classroom.,,,1,,,
She,,,,,,
opened,,,,,,
the,,,,,,
door,,,1,,,
and,,,,,,
poked,,1,,,,
her,,,,,,
head,,,1,,,
inside.,,,,,,
,,,,,,
"""Excuse",,,,,,
"me,",,,,,,
Professor,,,1,,,
"Flitwick,",,,1,,,
could,,,,,,
I,,,,,,
borrow,,1,,,,
Wood,,,1,,,
for,,1,,,,
a,,1,,,,
"moment?""",,1,,,,
,,,,,,
Wood?,,,1,,,
thought,,,,,,
"Harry,",,,,,,
bewildered;,,,,,,
was,,,,,,
Wood,,,1,,,
a,,,,,,
cane,,,1,,,
she,,,,,,
was,,,,,,
going,,,,,,
to,,,,,,
use,,,,,,
on,,,,,,
him?,,,,,,
But,,,,,,
Wood,,,1,,,
turned,,,,,,
out,,,,,,
to,,,,,,
be,,,,,,
a,,,,,,
"person,",,,1,,,
a,,,,,,
burly,,,,,,
fifth-year,,,,,,
boy,,,1,,,
who,,,,,,
came,,,,,,
out,,,,,,
of,,,,,,
Flitwick's,,,1,,,
class,,,,,,
looking,,,,,,
confused.,1,,,,,
,,,,,,
"""Follow",,,,,,
"me,",,,,,,
you,,,,,,
"two,""",,,,,,
said,,,,,,
Professor,,,1,,,
"McGonagall,",,,1,,,
and,,,,,,
they,,,,,,
marched,,,,,,
on,,,,,,
up,,,,,,
the,,,,,,
"corridor,",,,1,,,
Wood,,,1,,,
looking,,,,,,
curiously,1,,,,,
at,,,,,,
Harry.,,,1,,,
,,,,,,
"""In",,,,,,
"here.""",,,,,,
,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
pointed,,,,,,
them,,,,,,
into,,,,,,
a,,,,,,
classroom,,,1,,,
that,,,,,,
was,,,,,,
empty,,,,,,
except,,,,,,
for,,,,,,
"Peeves,",,,1,,,
who,,,,,,
was,,,,,,
busy,,,,,,
writing,,,,,,
rude,,,,,,
words,,,,,,
on,,,,,,
the,,,,,,
blackboard.,,,1,,,
,,,,,,
"""Out,",,,,,,
"Peeves!""",,,1,,,
she,,,,,,
barked.,1,,,,,
Peeves,,,1,,,
threw,,,,,,
the,,,,,,
chalk,,,1,,,
into,,,,,,
a,,,,,,
"bin,",,,1,,,
which,,,,,,
clanged,,,,,,
"loudly,",,,,,,
and,,,,,,
he,,,,,,
swooped,,1,,,,
out,,,,,,
cursing.,,1,,,,
Professor,,,1,,,
McGonagall,,,1,,,
slammed,,,,,,
the,,,,,,
door,,,1,,,
behind,,,,,,
him,,,,,,
and,,,,,,
turned,,,,,,
to,,,,,,
face,,,,,,
the,,,,,,
two,,,,,,
boys.,,,1,,,
,,,,,,
"""Potter,",,,1,,,
this,,,,,,
is,,,,,,
Oliver,,,1,,,
Wood.,,,1,,,
Wood,,,1,,,
--,,,,,,
I've,,,,,,
found,,,,,,
you,,,,,,
a,,,,,,
"Seeker.""",,,,,,
,,,,,,
Wood's,,,1,,,
expression,,,,,,
changed,,,,,,
from,,,,,,
puzzlement,1,,,,,
to,,,,,,
delight.,1,,,,,
,,,,,,
"""Are",,,,,,
you,,,,,,
"serious,",1,,,,,
"Professor?""",,,1,,,
,,,,,,
"""Absolutely,""",,,,,,
said,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
crisply.,,,,,,
"""The",,,,,,
boy's,,,1,,,
a,,,,,,
natural.,,,,,,
I've,,,,,,
never,,,,,,
seen,,,,,,
anything,,,,,,
like,,,,,,
it.,,,,,,
Was,,,,,,
that,,,,,,
your,,,,,,
first,,,,,,
time,,,,,,
on,,,,,,
a,,,,,,
"broomstick,",,,1,,,
"Potter?""",,,1,,,
,,,,,,
Harry,,,1,,,
nodded,,,,,,
silently.,,,,,,
He,,,,,,
didn't,1,,,,,
have,1,,,,,
a,1,,,,,
clue,1,,,,,
what,,,,,,
was,,,,,,
going,,,,,,
"on,",,,,,,
but,,,,,,
he,,,,,,
didn't,,,,,,
seem,,,,,,
to,,,,,,
be,,,,,,
being,,,,,,
"expelled,",,,,,,
and,,,,,,
some,,,,,,
of,,,,,,
the,,,,,,
feeling,,,,,,
started,,,,,,
coming,,,,,,
back,,,,,,
to,,,,,,
his,,,,,,
legs.,,,1,,,
,,,,,,
"""He",,,,,,
caught,,,,,,
that,,,,,,
thing,,,1,,,
in,,,,,,
his,,,,,,
hand,,,,,,
after,,,,,,
a,,,,,,
fifty-foot,,,,,,
"dive,""",,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
told,,,,,,
Wood.,,,1,,,
"""Didn't",,,,,,
even,,,,,,
scratch,,,,,,
himself.,,,,,,
Charlie,,,1,,,
Weasley,,,1,,,
couldn't,,,,,,
have,,,,,,
done,,,,,,
"it.""",,,,,,
,,,,,,
Wood,,,1,,,
was,,,,,,
now,,,,,,
looking,,,,,,
as,,,,,,
though,,,,,,
all,1,,,,,
his,1,,,,,
dreams,1,,,,,
had,1,,,,,
come,1,,,,,
TRUE,1,,,,,
at,,,,,,
once.,,,,,,
,,,,,,
"""Ever",,,,,,
seen,,,,,,
a,,,,,,
game,,,,,,
of,,,,,,
"Quidditch,",,,,,,
"Potter?""",,,1,,,
he,,,,,,
asked,,,,,,
excitedly.,1,,,,,
,,,,,,
"""Wood's",,,1,,,
captain,,,,,,
of,,,,,,
the,,,,,,
Gryffindor,,,,,,
"team,""",,,,,,
Professor,,,,,,
McGonagall,,,,,,
explained.,,,,,,
,,,,,,
"""He's",,,,,,
just,,,,,,
the,,,,,,
build,,1,,,,
for,,,,,,
a,,,,,,
"Seeker,",,,,,,
"too,""",,,,,,
said,,,,,,
"Wood,",,,1,,,
now,,,,,,
walking,,,,,,
around,,,,,,
Harry,,,1,,,
and,,,,,,
staring,,,,,,
at,,,,,,
him.,,,,,,
"""Light",,,,,,
--,,,,,,
speedy,,,,,,
--,,,,,,
we'll,,,,,,
have,,,,,,
to,,,,,,
get,,,,,,
him,,,,,,
a,,,,,,
decent,,,,,,
"broom,",,,1,,,
Professor,,,1,,,
--,,,,,,
a,,,,,,
Nimbus,,,,,,
Two,,,,,,
Thousand,,,,,,
or,,,,,,
a,,,,,,
Cleansweep,,,,,,
"Seven,",,,,,,
I'd,,,,,,
"say.""",,,,,,
,,,,,,
"""I",,,,,,
shall,,,,,,
speak,,,,,,
to,,,,,,
Professor,,,1,,,
Dumbledore,,,1,,,
and,,,,,,
see,,,,,,
if,,,,,,
we,,,,,,
can't,,,,,,
bend,,1,,,,
the,,,,,,
first-year,,,,,,
rule.,,,,,,
Heaven,,1,,,,
"knows,",,1,,,,
we,,,,,,
need,,,,,,
a,,,,,,
better,,,,,,
team,,,,,,
than,,,,,,
last,,,,,,
year.,,,,,,
Flattened,,1,,,,
in,,,,,,
that,,,,,,
last,,,,,,
match,,,,,,
by,,,,,,
"Slytherin,",,,,,,
I,,,,,,
couldn't,,,,,,
look,,,,,,
Severus,,,1,,,
Snape,,,1,,,
in,,,,,,
the,,,,,,
face,,,,,,
for,,,,,,
weeks.,,,,,,
"...""",,,,,,
,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
peered,,,,,,
sternly,1,,,,,
over,,,,,,
her,,,,,,
glasses,,,,,,
at,,,,,,
Harry.,,,1,,,
,,,,,,
"""I",,,,,,
want,,,,,,
to,,,,,,
hear,,,,,,
you're,,,,,,
training,,,,,,
"hard,",,,,,,
"Potter,",,,1,,,
or,,,,,,
I,,,,,,
may,,,,,,
change,,,,,,
my,,,,,,
mind,,,,,,
about,,,,,,
punishing,,,,,,
"you.""",,,,,,
,,,,,,
Then,,,,,,
she,,,,,,
suddenly,,,,,,
smiled.,1,,,,,
,,,,,,
"""Your",,,,,,
father,,,1,,,
would,,,,,,
have,,,,,,
been,,,,,,
"proud,""",1,,,,,
she,,,,,,
said.,,,,,,
"""He",,,,,,
was,,,,,,
an,,,,,,
excellent,,,,,,
Quidditch,,,,,,
player,,,,,,
"himself.""",,,,,,
,,,,,,
,,,,,,
"""You're",,,,,,
"joking.""",1,,,,,
,,,,,,
It,,,,,,
was,,,,,,
dinnertime.,,,,,,
Harry,,,1,,,
had,,,,,,
just,,,,,,
finished,,,,,,
telling,,,,,,
Ron,,,1,,,
what,,,,,,
had,,,,,,
happened,,,,,,
when,,,,,,
he'd,,,,,,
left,,,,,,
the,,,,,,
grounds,,,,,,
with,,,,,,
Professor,,,1,,,
McGonagall.,,,1,,,
Ron,,,1,,,
had,,,,,,
a,,,,,,
piece,,,,,,
of,,,,,,
steak,,,1,,,
and,,,1,,,
kidney,,,1,,,
pie,,,1,,,
halfway,,,,,,
to,,,,,,
his,,,,,,
"mouth,",,,1,,,
but,,,,,,
he'd,,,,,,
forgotten,,,,,,
all,,,,,,
about,,,,,,
it.,,,,,,
,,,,,,
"""Seeker?""",,,,,,
he,,,,,,
said.,,,,,,
"""But",,,,,,
first,,,,,,
years,,,,,,
never,,,,,,
--,,,,,,
you,,,,,,
must,,,,,,
be,,,,,,
the,,,,,,
youngest,,,,,,
House,,,,,,
player,,,,,,
in,,,,,,
about,,,,,,
"--""",,,,,,
,,,,,,
"""--",,,,,,
a,,,,,,
"century,""",,,,,,
said,,,,,,
"Harry,",,,1,,,
shoveling,,,,,,
pie,,,1,,,
into,,,,,,
his,,,,,,
mouth.,,,1,,,
He,,,,,,
felt,,,,,,
particularly,,,,,,
hungry,1,,,,,
after,,,,,,
the,,,,,,
excitement,1,,,,,
of,,,,,,
the,,,,,,
afternoon.,,,,,,
"""Wood",,,1,,,
told,,,,,,
"me.""",,,,,,
,,,,,,
Ron,,,1,,,
was,,,,,,
so,,,,,,
"amazed,",1,,,,,
so,,,,,,
"impressed,",1,,,,,
he,,,,,,
just,,,,,,
sat,,,,,,
and,,,,,,
gaped,1,,,,,
at,,,,,,
Harry.,,,1,,,
,,,,,,
"""I",,,,,,
start,,,,,,
training,,,,,,
next,,,,,,
"week,""",,,,,,
said,,,,,,
Harry.,,,1,,,
"""Only",,,,,,
don't,,,,,,
tell,,,,,,
"anyone,",,,,,,
Wood,,,1,,,
wants,,,,,,
to,,,,,,
keep,,,,,,
it,,,,,,
a,,,,,,
"secret.""",,,,,,
,,,,,,
Fred,,,1,,,
and,,,,,,
George,,,1,,,
Weasley,,,1,,,
now,,,,,,
came,,,,,,
into,,,,,,
the,,,,,,
"hall,",,,,,,
spotted,,,,,,
"Harry,",,,1,,,
and,,,,,,
hurried,,,,,,
over.,,,,,,
,,,,,,
"""Well",,,,,,
"done,""",,,,,,
said,,,,,,
George,,,1,,,
in,,,,,,
a,,,,,,
low,,,,,,
voice.,,,,,,
"""Wood",,,1,,,
told,,,,,,
us.,,,,,,
We're,,,,,,
on,,,,,,
the,,,,,,
team,,,,,,
too,,,,,,
--,,,,,,
"Beaters.""",,,,,,
,,,,,,
"""I",,,,,,
tell,,,,,,
"you,",,,,,,
we're,,,,,,
going,,,,,,
to,,,,,,
win,,,,,,
that,,,,,,
Quidditch,,,,,,
Cup,,,1,,,
for,,,,,,
sure,,,,,,
this,,,,,,
"year,""",,,,,,
said,,,,,,
Fred.,,,1,,,
"""We",,,,,,
haven't,,,,,,
won,,,,,,
since,,,,,,
Charlie,,,1,,,
"left,",,,,,,
but,,,,,,
this,,,,,,
year's,,,,,,
team,,,,,,
is,,,,,,
going,,,,,,
to,,,,,,
be,,,,,,
brilliant.,,1,,,,
You,,,,,,
must,,,,,,
be,,,,,,
"good,",,,,,,
"Harry,",,,1,,,
Wood,,,1,,,
was,,,,,,
almost,,1,,,,
skipping,,1,,,,
when,,,,,,
he,,,,,,
told,,,,,,
"us.""",,,,,,
,,,,,,
"""Anyway,",,,,,,
we've,,,,,,
got,,,,,,
to,,,,,,
"go,",,,,,,
Lee,,,1,,,
Jordan,,,1,,,
reckons,,,,,,
he's,,,,,,
found,,,,,,
a,,,,,,
new,,,,,,
secret,,,,,,
passageway,,,,,,
out,,,,,,
of,,,,,,
the,,,,,,
"school.""",,,,,,
,,,,,,
"""Bet",,,,,,
it's,,,,,,
that,,,,,,
one,,,,,,
behind,,,,,,
the,,,,,,
statue,,,,,,
of,,,,,,
Gregory,,,1,,,
the,,,,,,
Smarmy,,,,,,
that,,,,,,
we,,,,,,
found,,,,,,
in,,,,,,
our,,,,,,
first,,,,,,
week.,,,,,,
See,,,,,,
"you.""",,,,,,
,,,,,,
Fred,,,1,,,
and,,,,,,
George,,,1,,,
had,,,,,,
hardly,,,,,,
disappeared,,,,,,
when,,,,,,
someone,,,,,,
far,,,,,,
less,,,,,,
welcome,,,,,,
turned,,,,,,
up:,,,,,,
"Malfoy,",,,1,,,
flanked,,,,,,
by,,,,,,
Crabbe,,,1,,,
and,,,,,,
Goyle.,,,1,,,
,,,,,,
"""Having",,,,,,
a,,,,,,
last,,,,,,
"meal,",,,1,,,
Potter?,,,1,,,
When,,,,,,
are,,,,,,
you,,,,,,
getting,,,,,,
the,,,,,,
train,,,1,,,
back,,,,,,
to,,,,,,
the,,,,,,
"Muggles?""",,,,,,
,,,,,,
"""You're",,,,,,
a,,,,,,
lot,,,,,,
braver,1,,,,,
now,,,,,,
that,,,,,,
you're,,,,,,
back,,,,,,
on,,,,,,
the,,,,,,
ground,,,1,,,
and,,,,,,
you've,,,,,,
got,,,,,,
your,,,,,,
little,,,,,,
friends,,,1,,,
with,,,,,,
"you,""",,,,,,
said,,,,,,
Harry,,,1,,,
coolly.,1,,,,,
There,,,,,,
was,,,,,,
of,,,,,,
course,,,,,,
nothing,,,,,,
at,,,,,,
all,,,,,,
little,,,,,,
about,,,,,,
Crabbe,,,1,,,
and,,,,,,
"Goyle,",,,1,,,
but,,,,,,
as,,,,,,
the,,,,,,
High,,,,,,
Table,,,1,,,
was,,,,,,
full,,,,,,
of,,,,,,
"teachers,",,,1,,,
neither,,,,,,
of,,,,,,
them,,,,,,
could,,,,,,
do,,,,,,
more,,,,,,
than,,,,,,
crack,,,,,,
their,,,,,,
knuckles,,,1,,,
and,,,,,,
scowl.,1,,,,,
,,,,,,
"""I'd",,,,,,
take,,1,,,,
you,,1,,,,
on,,,,,,
anytime,,,,,,
on,,,,,,
my,,,,,,
"own,""",,,,,,
said,,,,,,
Malfoy.,,,1,,,
"""Tonight,",,,,,,
if,,,,,,
you,,,,,,
want.,,,,,,
Wizard's,,,,,,
duel.,,,,,,
Wands,,,1,,,
only,,,,,,
--,,,,,,
no,,,,,,
contact.,,,,,,
What's,,,,,,
the,,,,,,
matter?,,,,,,
Never,,,,,,
heard,,,,,,
of,,,,,,
a,,,,,,
wizard's,,,,,,
duel,,,,,,
"before,",,,,,,
I,,,,,,
"suppose?""",,,,,,
,,,,,,
"""Of",,,,,,
course,,,,,,
he,,,,,,
"has,""",,,,,,
said,,,,,,
"Ron,",,,1,,,
wheeling,,1,,,,
around.,,1,,,,
"""I'm",,,,,,
his,,,,,,
"second,",,1,,,,
who's,,,,,,
"yours?""",,,,,,
,,,,,,
Malfoy,,,1,,,
looked,,,,,,
at,,,,,,
Crabbe,,,1,,,
and,,,,,,
"Goyle,",,,1,,,
sizing,,,,,,
them,,,,,,
up.,,,,,,
,,,,,,
"""Crabbe,""",,,1,,,
he,,,,,,
said.,,,,,,
"""Midnight",,,,,,
all,,,,,,
right?,,,,,,
We'll,,,,,,
meet,,,,,,
you,,,,,,
in,,,,,,
the,,,,,,
trophy,,,1,,,
room;,,,1,,,
that's,,,,,,
always,,,,,,
"unlocked.""",,,,,,
,,,,,,
When,,,,,,
Malfoy,,,1,,,
had,,,,,,
"gone,",,,,,,
Ron,,,1,,,
and,,,,,,
Harry,,,1,,,
looked,,,,,,
at,,,,,,
each,,,,,,
other.,,,,,,
,,,,,,
"""What",,,,,,
is,,,,,,
a,,,,,,
wizard's,,,,,,
"duel?""",,,,,,
said,,,,,,
Harry.,,,1,,,
"""And",,,,,,
what,,,,,,
do,,,,,,
you,,,,,,
"mean,",,,,,,
you're,,,,,,
my,,,,,,
"second?""",,1,,,,
,,,,,,
"""Well,",,,,,,
a,,,,,,
second's,,1,,,,
there,,,,,,
to,,,,,,
take,,,,,,
over,,,,,,
if,,,,,,
you,,,,,,
"die,""",,,,,,
said,,,,,,
Ron,,,1,,,
"casually,",1,,,,,
getting,,,,,,
started,,,,,,
at,,,,,,
last,,,,,,
on,,,,,,
his,,,,,,
cold,,,,,,
pie.,,,1,,,
Catching,,1,,,,
the,,,,,,
look,,,,,,
on,,,,,,
Harry's,,,1,,,
"face,",,,1,,,
he,,,,,,
added,,,,,,
"quickly,",,,,,,
"""But",,,,,,
people,,,,,,
only,,,,,,
die,,,,,,
in,,,,,,
proper,,,,,,
"duels,",,,,,,
you,,,,,,
"know,",,,,,,
with,,,,,,
real,,,,,,
wizards.,,,1,,,
The,,,,,,
most,,,,,,
you,,,,,,
and,,,,,,
Malfoy'll,,,1,,,
be,,,,,,
able,,,,,,
to,,,,,,
do,,,,,,
is,,,,,,
send,,,,,,
sparks,,,1,,,
at,,,,,,
each,,,,,,
other.,,,,,,
Neither,,,,,,
of,,,,,,
you,,,,,,
knows,,,,,,
enough,,,,,,
magic,,,,,,
to,,,,,,
do,,,,,,
any,,,,,,
real,,,,,,
damage.,,,,,,
I,,,,,,
bet,,,,,,
he,,,,,,
expected,,,,,,
you,,,,,,
to,,,,,,
"refuse,",,,,,,
"anyway.""",,,,,,
,,,,,,
"""And",,,,,,
what,,,,,,
if,,,,,,
I,,,,,,
wave,,,,,,
my,,,,,,
wand,,,1,,,
and,,,,,,
nothing,,,,,,
"happens?""",,,,,,
,,,,,,
"""Throw",,,,,,
it,,,,,,
away,,,,,,
and,,,,,,
punch,,,,,,
him,,,,,,
on,,,,,,
the,,,,,,
"nose,""",,,1,,,
Ron,,,1,,,
suggested.,,,,,,
,,,,,,
"""Excuse",,,,,,
"me.""",,,,,,
,,,,,,
They,,,,,,
both,,,,,,
looked,,,,,,
up.,,,,,,
It,,,,,,
was,,,,,,
Hermione,,,1,,,
Granger.,,,1,,,
,,,,,,
"""Can't",,,,,,
a,,,,,,
person,,,,,,
eat,,,,,,
in,,1,,,,
peace,1,1,,,,
in,,,,,,
this,,,,,,
"place?""",,,,,,
said,,,,,,
Ron.,,,1,,,
,,,,,,
Hermione,,,1,,,
ignored,,,,,,
him,,,,,,
and,,,,,,
spoke,,,,,,
to,,,,,,
Harry.,,,1,,,
