Word,Emotion,Figurative,Physical,Emotion_sticky,Figurative_sticky,Physical_sticky
"""I",,,,,,
couldn't,,,,,,
help,,,,,,
overhearing,,,,,,
what,,,,,,
you,,,,,,
and,,,,,,
Malfoy,,,1,,,
were,,,,,,
saying,,,,,,
"--""",,,,,,
,,,,,,
"""Bet",,,,,,
you,,,,,,
"could,""",,,,,,
Ron,,,,,,
muttered.,,,,,,
,,,,,,
"""--",,,,,,
and,,,,,,
you,,,,,,
mustn't,,,,,,
go,,,,,,
wandering,,,,,,
around,,,,,,
the,,,,,,
school,,,1,,,
at,,,,,,
"night,",,,,,,
think,,,,,,
of,,,,,,
the,,,,,,
points,,,,,,
you'll,,,,,,
lose,,,,,,
Gryffindor,,,,,,
if,,,,,,
you're,,,,,,
"caught,",,,,,,
and,,,,,,
you're,,,,,,
bound,,1,,,,
to,,,,,,
be.,,,,,,
It's,,,,,,
really,,,,,,
very,,,,,,
selfish,1,,,,,
of,,,,,,
"you.""",,,,,,
,,,,,,
"""And",,,,,,
it's,,,,,,
really,,,,,,
none,,1,,,,
of,,1,,,,
your,,1,,,,
"business,""",,1,,,,
said,,,,,,
Harry.,,,1,,,
,,,,,,
"""Good-bye,""",,,,,,
said,,,,,,
Ron.,,,1,,,
,,,,,,
,,,,,,
All,,,,,,
the,,,,,,
"same,",,,,,,
it,,,,,,
wasn't,,,,,,
what,,,,,,
you'd,,,,,,
call,,,,,,
the,,,,,,
perfect,,,,,,
end,,,,,,
to,,,,,,
the,,,,,,
"day,",,,,,,
Harry,,,1,,,
"thought,",,,,,,
as,,,,,,
he,,,,,,
lay,,,,,,
awake,,,,,,
much,,,,,,
later,,,,,,
listening,,,,,,
to,,,,,,
Dean,,,1,,,
and,,,,,,
Seamus,,,1,,,
falling,,,,,,
asleep,,,,,,
(Neville,,,1,,,
wasn't,,,,,,
back,,,,,,
from,,,,,,
the,,,,,,
hospital,,,1,,,
wing).,,,1,,,
Ron,,,1,,,
had,,,,,,
spent,,,,,,
all,,,,,,
evening,,,,,,
giving,,,,,,
him,,,,,,
advice,,,,,,
such,,,,,,
as,,,,,,
"""If",,,,,,
he,,,,,,
tries,,,,,,
to,,,,,,
curse,,,,,,
"you,",,,,,,
you'd,,,,,,
better,,,,,,
dodge,,,,,,
"it,",,,,,,
because,,,,,,
I,,,,,,
can't,,,,,,
remember,,,,,,
how,,,,,,
to,,,,,,
block,,,,,,
"them.""",,,,,,
There,,,,,,
was,,,,,,
a,,,,,,
very,,,,,,
good,,,,,,
chance,,,,,,
they,,,,,,
were,,,,,,
going,,,,,,
to,,,,,,
get,,,,,,
caught,,,,,,
by,,,,,,
Filch,,,1,,,
or,,,,,,
Mrs.,,,1,,,
"Norris,",,,1,,,
and,,,,,,
Harry,,,,,,
felt,,,,,,
he,,,,,,
was,,,,,,
pushing,,1,,,,
his,,1,,,,
"luck,",,1,,,,
breaking,,,,,,
another,,,,,,
school,,,1,,,
rule,,,,,,
today.,,,,,,
On,,,,,,
the,,,,,,
other,,,,,,
"hand,",,,,,,
Malfoy's,,,1,,,
sneering,1,,,,,
face,,,1,,,
kept,,,,,,
looming,,1,,,,
up,,1,,,,
out,,,,,,
of,,,,,,
the,,,,,,
darkness,,1,,,,
--,,,,,,
this,,,,,,
was,,,,,,
his,,,,,,
big,,,,,,
chance,,,,,,
to,,,,,,
beat,,,,,,
Malfoy,,,1,,,
face-to-face.,,,,,,
He,,,,,,
couldn't,,,,,,
miss,,1,,,,
it.,,,,,,
,,,,,,
"""Half-past",,,,,,
"eleven,""",,,,,,
Ron,,,1,,,
muttered,,,,,,
at,,,,,,
"last,",,,,,,
"""we'd",,,,,,
better,,,,,,
"go.""",,,,,,
,,,,,,
They,,,,,,
pulled,,,,,,
on,,,,,,
their,,,,,,
"bathrobes,",,,1,,,
picked,,,,,,
up,,,,,,
their,,,,,,
"wands,",,,1,,,
and,,,,,,
crept,,,,,,
across,,,,,,
the,,,,,,
tower,,,1,,,
"room,",,,1,,,
down,,,,,,
the,,,,,,
spiral,,,1,,,
"staircase,",,,1,,,
and,,,,,,
into,,,,,,
the,,,,,,
Gryffindor,,,,,,
common,,,1,,,
room.,,,1,,,
A,,,,,,
few,,,,,,
embers,,,1,,,
were,,,,,,
still,,,,,,
glowing,,,,,,
in,,,,,,
the,,,,,,
"fireplace,",,,1,,,
turning,,1,,,,
all,,,,,,
the,,,,,,
armchairs,,,1,,,
into,,1,,,,
hunched,,1,,,,
black,,1,,,,
shadows.,,1,,,,
They,,,,,,
had,,,,,,
almost,,,,,,
reached,,,,,,
the,,,,,,
portrait,,,1,,,
hole,,,,,,
when,,,,,,
a,,,,,,
voice,,,,,,
spoke,,,,,,
from,,,,,,
the,,,,,,
chair,,,1,,,
nearest,,,,,,
"them,",,,,,,
"""I",,,,,,
can't,,,,,,
believe,,,,,,
you're,,,,,,
going,,,,,,
to,,,,,,
do,,,,,,
"this,",,,,,,
"Harry.""",,,1,,,
,,,,,,
A,,,,,,
lamp,,,1,,,
flickered,,,,,,
on.,,,,,,
It,,,,,,
was,,,,,,
Hermione,,,1,,,
"Granger,",,,1,,,
wearing,,,,,,
a,,,,,,
pink,,,,,,
bathrobe,,,1,,,
and,,,,,,
a,,,,,,
frown.,,,,,,
,,,,,,
"""You!""",,,,,,
said,,,,,,
Ron,,,1,,,
furiously.,1,,,,,
"""Go",,,,,,
back,,,,,,
to,,,,,,
"bed!""",,,,,,
,,,,,,
"""I",,,,,,
almost,,,,,,
told,,,,,,
your,,,,,,
"brother,""",,,,,,
Hermione,,,1,,,
"snapped,",1,,,,,
"""Percy",,,1,,,
--,,,,,,
he's,,,,,,
a,,,,,,
"prefect,",,,,,,
he'd,,,,,,
put,,,,,,
a,,,,,,
stop,,,,,,
to,,,,,,
"this.""",,,,,,
,,,,,,
Harry,,,1,,,
couldn't,,,,,,
believe,,,,,,
anyone,,,,,,
could,,,,,,
be,,,,,,
so,,,,,,
interfering.,,,,,,
,,,,,,
"""Come",,,,,,
"on,""",,,,,,
he,,,,,,
said,,,,,,
to,,,,,,
Ron.,,,1,,,
He,,,,,,
pushed,,,,,,
open,,,,,,
the,,,,,,
portrait,,,1,,,
of,,,,,,
the,,,,,,
Fat,,,,,,
Lady,,,,,,
and,,,,,,
climbed,,,,,,
through,,,,,,
the,,,,,,
hole.,,,1,,,
,,,,,,
Hermione,,,1,,,
wasn't,,,,,,
going,,,,,,
to,,,,,,
give,,,,,,
up,,,,,,
that,,,,,,
easily.,,,,,,
She,,,,,,
followed,,,,,,
Ron,,,1,,,
through,,,,,,
the,,,,,,
portrait,,,1,,,
"hole,",,,,,,
hissing,1,,,,,
at,,,,,,
them,,,,,,
like,,1,,,,
an,,1,,,,
angry,1,1,,,,
goose.,,1,1,,,
"""Don't",,,,,,
you,,,,,,
care,,,,,,
about,,,,,,
"Gryffindor,",,,,,,
do,,,,,,
you,,,,,,
only,,,,,,
care,,,,,,
about,,,,,,
"yourselves,",,,,,,
I,,,,,,
don't,,,,,,
want,,,,,,
Slytherin,,,,,,
to,,,,,,
win,,,,,,
the,,,,,,
House,,,,,,
"Cup,",,,1,,,
and,,,,,,
you'll,,,,,,
lose,,,,,,
all,,,,,,
the,,,,,,
points,,,,,,
I,,,,,,
got,,,,,,
from,,,,,,
Professor,,,1,,,
McGonagall,,,1,,,
for,,,,,,
knowing,,,,,,
about,,,,,,
Switching,,,,,,
"Spells.""",,,,,,
,,,,,,
"""Go",,,,,,
"away.""",,,,,,
,,,,,,
"""All",,,,,,
"right,",,,,,,
but,,,,,,
I,,,,,,
warned,,,,,,
"you,",,,,,,
you,,,,,,
just,,,,,,
remember,,,,,,
what,,,,,,
I,,,,,,
said,,,,,,
when,,,,,,
you're,,,,,,
on,,,,,,
the,,,,,,
train,,,1,,,
home,,,,,,
"tomorrow,",,,,,,
you're,,,,,,
so,,,,,,
"--""",,,,,,
,,,,,,
But,,,,,,
what,,,,,,
they,,,,,,
"were,",,,,,,
they,,,,,,
didn't,,,,,,
find,,,,,,
out.,,,,,,
Hermione,,,1,,,
had,,,,,,
turned,,,,,,
to,,,,,,
the,,,,,,
portrait,,,1,,,
of,,,,,,
the,,,,,,
Fat,,,,,,
Lady,,,,,,
to,,,,,,
get,,,,,,
back,,,,,,
inside,,,,,,
and,,,,,,
found,,,,,,
herself,,,,,,
facing,,,,,,
an,,,,,,
empty,,,,,,
painting.,,,1,,,
The,,,,,,
Fat,,,,,,
Lady,,,,,,
had,,,,,,
gone,,,,,,
on,,,,,,
a,,,,,,
nighttime,,,,,,
visit,,,,,,
and,,,,,,
Hermione,,,,,,
was,,,,,,
locked,,,,,,
out,,,,,,
of,,,,,,
Gryffindor,,,,,,
Tower.,,,1,,,
,,,,,,
"""Now",,,,,,
what,,,,,,
am,,,,,,
I,,,,,,
going,,,,,,
to,,,,,,
"do?""",,,,,,
she,,,,,,
asked,,,,,,
shrilly.,1,,,,,
,,,,,,
"""That's",,,,,,
your,,,,,,
"problem,""",,,,,,
said,,,,,,
Ron.,,,1,,,
"""We've",,,,,,
got,,,,,,
to,,,,,,
"go,",,,,,,
we're,,,,,,
going,,,,,,
to,,,,,,
be,,,,,,
"late.""",,,,,,
,,,,,,
They,,,,,,
hadn't,,,,,,
even,,,,,,
reached,,,,,,
the,,,,,,
end,,,,,,
of,,,,,,
the,,,,,,
corridor,,,1,,,
when,,,,,,
Hermione,,,1,,,
caught,,1,,,,
up,,1,,,,
with,,,,,,
them.,,,,,,
,,,,,,
"""I'm",,,,,,
coming,,,,,,
with,,,,,,
"you,""",,,,,,
she,,,,,,
said.,,,,,,
"""You",,,,,,
are,,,,,,
"not.""",,,,,,
,,,,,,
"""D'you",,,,,,
think,,,,,,
I'm,,,,,,
going,,,,,,
to,,,,,,
stand,,,,,,
out,,,,,,
here,,,,,,
and,,,,,,
wait,,,,,,
for,,,,,,
Filch,,,1,,,
to,,,,,,
catch,,,,,,
me?,,,,,,
If,,,,,,
he,,,,,,
finds,,,,,,
all,,,,,,
three,,,,,,
of,,,,,,
us,,,,,,
I'll,,,,,,
tell,,,,,,
him,,,,,,
the,,,,,,
"truth,",,,,,,
that,,,,,,
I,,,,,,
was,,,,,,
trying,,,,,,
to,,,,,,
stop,,,,,,
"you,",,,,,,
and,,,,,,
you,,,,,,
can,,,,,,
back,,1,,,,
me,,1,,,,
"up.""",,1,,,,
,,,,,,
"""You've",,,,,,
got,,,,,,
some,,,,,,
nerve,,1,,,,
"--""",,,,,,
said,,,,,,
Ron,,,1,,,
loudly.,,,,,,
,,,,,,
"""Shut",,,,,,
"up,",,,,,,
both,,,,,,
of,,,,,,
"you!""",,,,,,
said,,,,,,
Harry,,,1,,,
sharply.,1,1,,,,
"""I",,,,,,
heard,,,,,,
"something.""",,,,,,
,,,,,,
It,,,,,,
was,,,,,,
a,,,,,,
sort,,,,,,
of,,,,,,
snuffling.,,,,,,
,,,,,,
"""Mrs.",,,1,,,
"Norris?""",,,1,,,
breathed,,,,,,
"Ron,",,,,,,
squinting,,,,,,
through,,,,,,
the,,,,,,
dark.,,,,,,
,,,,,,
It,,,,,,
wasn't,,,,,,
Mrs.,,,1,,,
Norris.,,,1,,,
It,,,,,,
was,,,,,,
Neville.,,,1,,,
He,,,,,,
was,,,,,,
curled,,1,,,,
up,,,,,,
on,,,,,,
the,,,,,,
"floor,",,,1,,,
fast,,,,,,
"asleep,",,,,,,
but,,,,,,
jerked,,,,,,
suddenly,,,,,,
awake,,,,,,
as,,,,,,
they,,,,,,
crept,,,,,,
nearer.,,,,,,
,,,,,,
"""Thank",,,,,,
goodness,,,,,,
you,,,,,,
found,,,,,,
me!,,,,,,
I've,,,,,,
been,,,,,,
out,,,,,,
here,,,,,,
for,,,,,,
"hours,",,,,,,
I,,,,,,
couldn't,,,,,,
remember,,,,,,
the,,,,,,
new,,,,,,
password,,,,,,
to,,,,,,
get,,,,,,
in,,,,,,
to,,,,,,
"bed.""",,,1,,,
,,,,,,
"""Keep",,,,,,
your,,,,,,
voice,,,,,,
"down,",,1,,,,
Neville.,,,1,,,
The,,,,,,
password's,,,,,,
'Pig,,,1,,,
snout',,,1,,,
but,,,,,,
it,,,,,,
won't,,,,,,
help,,,,,,
you,,,,,,
"now,",,,,,,
the,,,,,,
Fat,,,,,,
Lady's,,,,,,
gone,,,,,,
off,,,,,,
"somewhere.""",,,,,,
,,,,,,
"""How's",,,,,,
your,,,,,,
"arm?""",,,1,,,
said,,,,,,
Harry.,,,1,,,
,,,,,,
"""Fine,""",,,,,,
said,,,,,,
"Neville,",,,1,,,
showing,,,,,,
them.,,,,,,
"""Madam",,,1,,,
Pomfrey,,,1,,,
mended,,1,,,,
it,,,,,,
in,,,,,,
about,,,,,,
a,,,,,,
"minute.""",,,,,,
,,,,,,
"""Good",,,,,,
--,,,,,,
"well,",,,,,,
"look,",,,,,,
"Neville,",,,1,,,
we've,,,,,,
got,,,,,,
to,,,,,,
be,,,,,,
"somewhere,",,,,,,
we'll,,,,,,
see,,,,,,
you,,,,,,
later,,,,,,
"--""",,,,,,
,,,,,,
"""Don't",,,,,,
leave,,,,,,
"me!""",,,,,,
said,,,,,,
"Neville,",,,1,,,
scrambling,,,,,,
to,,,,,,
his,,,,,,
"feet,",,,,,,
"""I",,,,,,
don't,,,,,,
want,,,,,,
to,,,,,,
stay,,,,,,
here,,,,,,
"alone,",,,,,,
the,,,,,,
Bloody,,,1,,,
Baron's,,,1,,,
been,,,,,,
past,,,,,,
twice,,,,,,
"already.""",,,,,,
,,,,,,
Ron,,,1,,,
looked,,,,,,
at,,,,,,
his,,,,,,
watch,,,1,,,
and,,,,,,
then,,,,,,
glared,1,,,,,
furiously,1,,,,,
at,,,,,,
Hermione,,,1,,,
and,,,,,,
Neville.,,,1,,,
,,,,,,
"""If",,,,,,
either,,,,,,
of,,,,,,
you,,,,,,
get,,,,,,
us,,,,,,
"caught,",,,,,,
I'll,,,,,,
never,,,,,,
rest,,,,,,
until,,,,,,
I've,,,,,,
learned,,,,,,
that,,,,,,
Curse,,,,,,
of,,,,,,
the,,,,,,
Bogies,,,,,,
Quirrell,,,1,,,
told,,,,,,
us,,,,,,
"about,",,,,,,
and,,,,,,
used,,,,,,
it,,,,,,
on,,,,,,
"you.""",,,,,,
,,,,,,
Hermione,,,1,,,
opened,,,,,,
her,,,,,,
"mouth,",,,,,,
perhaps,,,,,,
to,,,,,,
tell,,,,,,
Ron,,,1,,,
exactly,,,,,,
how,,,,,,
to,,,,,,
use,,,,,,
the,,,,,,
Curse,,,,,,
of,,,,,,
the,,,,,,
"Bogies,",,,,,,
but,,,,,,
Harry,,,1,,,
hissed,1,1,,,,
at,,,,,,
her,,,,,,
to,,,,,,
be,,,,,,
quiet,,,,,,
and,,,,,,
beckoned,,,,,,
them,,,,,,
all,,,,,,
forward.,,,,,,
,,,,,,
They,,,,,,
flitted,,1,,,,
along,,,,,,
corridors,,,1,,,
striped,,1,,,,
with,,,,,,
bars,,1,,,,
of,,1,,,,
moonlight,,1,1,,,
from,,,,,,
the,,,,,,
high,,,,,,
windows.,,,1,,,
At,,,,,,
every,,,,,,
turn,,,,,,
Harry,,,1,,,
expected,,,,,,
to,,,,,,
run,,1,,,,
into,,1,,,,
Filch,,,1,,,
or,,,,,,
Mrs.,,,1,,,
"Norris,",,,1,,,
but,,,,,,
they,,,,,,
were,,,,,,
lucky.,,,,,,
They,,,,,,
sped,,,,,,
up,,,,,,
a,,,,,,
staircase,,,1,,,
to,,,,,,
the,,,,,,
third,,,,,,
floor,,,1,,,
and,,,,,,
tiptoed,,,,,,
toward,,,,,,
the,,,,,,
trophy,,,1,,,
room.,,,1,,,
,,,,,,
Malfoy,,,1,,,
and,,,,,,
Crabbe,,,1,,,
weren't,,,,,,
there,,,,,,
yet.,,,,,,
The,,,,,,
crystal,,,,,,
trophy,,,1,,,
cases,,,1,,,
glimmered,,,,,,
where,,,,,,
the,,,,,,
moonlight,,,1,,,
caught,,1,,,,
them.,,,,,,
"Cups,",,,1,,,
"shields,",,,1,,,
"plates,",,,1,,,
and,,,,,,
statues,,,1,,,
winked,,1,,,,
silver,,1,,,,
and,,1,,,,
gold,,1,,,,
in,,,,,,
the,,,,,,
darkness.,,,,,,
They,,,,,,
edged,,1,,,,
along,,,,,,
the,,,,,,
"walls,",,,1,,,
keeping,,,,,,
their,,,,,,
eyes,,,,,,
on,,,,,,
the,,,,,,
doors,,,1,,,
at,,,,,,
either,,,,,,
end,,,,,,
of,,,,,,
the,,,,,,
room.,,,1,,,
Harry,,,1,,,
took,,,,,,
out,,,,,,
his,,,,,,
wand,,,1,,,
in,,,,,,
case,,,,,,
Malfoy,,,1,,,
leapt,,,,,,
in,,,,,,
and,,,,,,
started,,,,,,
at,,,,,,
once.,,,,,,
The,,,,,,
minutes,,,,,,
crept,,1,,,,
by.,,1,,,,
,,,,,,
"""He's",,,,,,
"late,",,,,,,
maybe,,,,,,
he's,,,,,,
chickened,1,1,,,,
"out,""",1,1,,,,
Ron,,,1,,,
whispered.,,,,,,
,,,,,,
Then,,,,,,
a,,,,,,
noise,,,,,,
in,,,,,,
the,,,,,,
next,,,,,,
room,,,1,,,
made,,,,,,
them,,,,,,
jump.,,,,,,
Harry,,,1,,,
had,,,,,,
only,,,,,,
just,,,,,,
raised,,,,,,
his,,,,,,
wand,,,1,,,
when,,,,,,
they,,,,,,
heard,,,,,,
someone,,,,,,
speak,,,,,,
--,,,,,,
and,,,,,,
it,,,,,,
wasn't,,,,,,
Malfoy.,,,1,,,
,,,,,,
"""Sniff",,,,,,
"around,",,,,,,
my,,,,,,
"sweet,",,1,,,,
they,,,,,,
might,,,,,,
be,,,,,,
lurking,,,,,,
in,,,,,,
a,,,,,,
"corner.""",,,,,,
,,,,,,
It,,,,,,
was,,,,,,
Filch,,,1,,,
speaking,,,,,,
to,,,,,,
Mrs.,,,1,,,
Norris.,,,1,,,
"Horror-struck,",1,,,,,
Harry,,,1,,,
waved,,,,,,
madly,,1,,,,
at,,,,,,
the,,,,,,
other,,,,,,
three,,,,,,
to,,,,,,
follow,,,,,,
him,,,,,,
as,,,,,,
quickly,,,,,,
as,,,,,,
possible;,,,,,,
they,,,,,,
scurried,,,,,,
silently,,,,,,
toward,,,,,,
the,,,,,,
"door,",,,1,,,
away,,,,,,
from,,,,,,
Filch's,,,1,,,
voice.,,,,,,
Neville's,,,1,,,
robes,,,1,,,
had,,,,,,
barely,,,,,,
whipped,,,,,,
round,,,,,,
the,,,,,,
corner,,,,,,
when,,,,,,
they,,,,,,
heard,,,,,,
Filch,,,1,,,
enter,,,,,,
the,,,,,,
trophy,,,1,,,
room.,,,1,,,
,,,,,,
"""They're",,,,,,
in,,,,,,
here,,,,,,
"somewhere,""",,,,,,
they,,,,,,
heard,,,,,,
him,,,,,,
"mutter,",,,,,,
"""probably",,,,,,
"hiding.""",,,,,,
,,,,,,
"""This",,,,,,
"way!""",,,,,,
Harry,,,1,,,
mouthed,,,,,,
to,,,,,,
the,,,,,,
others,,,,,,
"and,",,,,,,
"petrified,",1,1,,,,
they,,,,,,
began,,,,,,
to,,,,,,
creep,,,,,,
down,,,,,,
a,,,,,,
long,,,,,,
gallery,,,1,,,
full,,,,,,
of,,,,,,
suits,,,1,,,
of,,,1,,,
armor.,,,1,,,
,,,,,,
They,,,,,,
could,,,,,,
hear,,,,,,
Filch,,,1,,,
getting,,,,,,
nearer.,,,,,,
Neville,,,1,,,
suddenly,,,,,,
let,,,,,,
out,,,,,,
a,,,,,,
frightened,1,,,,,
squeak,,,,,,
and,,,,,,
broke,,1,,,,
into,,,,,,
a,,,,,,
run,,,,,,
--,,,,,,
he,,,,,,
"tripped,",,,,,,
grabbed,,,,,,
Ron,,,1,,,
around,,,,,,
the,,,,,,
"waist,",,,,,,
and,,,,,,
the,,,,,,
pair,,,,,,
of,,,,,,
them,,,,,,
toppled,,,,,,
right,,,,,,
into,,,,,,
a,,,,,,
suit,,,1,,,
of,,,1,,,
armor.,,,1,,,
,,,,,,
The,,,,,,
clanging,,,,,,
and,,,,,,
crashing,,,,,,
were,,,,,,
enough,,1,,,,
to,,1,,,,
wake,,1,,,,
the,,1,,,,
whole,,1,,,,
castle.,,1,1,,,
,,,,,,
"""RUN!""",,,,,,
Harry,,,1,,,
"yelled,",,,,,,
and,,,,,,
the,,,,,,
four,,,,,,
of,,,,,,
them,,,,,,
sprinted,,,,,,
down,,,,,,
the,,,,,,
"gallery,",,,1,,,
not,,,,,,
looking,,,,,,
back,,,,,,
to,,,,,,
see,,,,,,
whether,,,,,,
Filch,,,1,,,
was,,,,,,
following,,,,,,
--,,,,,,
they,,,,,,
swung,,1,,,,
around,,,,,,
the,,,,,,
doorpost,,,,,,
and,,,,,,
galloped,,1,,,,
down,,,,,,
one,,,,,,
corridor,,,,,,
then,,,,,,
"another,",,,,,,
Harry,,,1,,,
in,,,,,,
the,,,,,,
"lead,",,,,,,
without,,,,,,
any,,,,,,
idea,,,,,,
where,,,,,,
they,,,,,,
were,,,,,,
or,,,,,,
where,,,,,,
they,,,,,,
were,,,,,,
going,,,,,,
--,,,,,,
they,,,,,,
ripped,,1,,,,
through,,,,,,
a,,,,,,
tapestry,,,1,,,
and,,,,,,
found,,,,,,
themselves,,,,,,
in,,,,,,
a,,,,,,
hidden,,,,,,
"passageway,",,,1,,,
hurtled,,,,,,
along,,,,,,
it,,,,,,
and,,,,,,
came,,,,,,
out,,,,,,
near,,,,,,
their,,,,,,
Charms,,,,,,
"classroom,",,,1,,,
which,,,,,,
they,,,,,,
knew,,,,,,
was,,,,,,
miles,,1,,,,
from,,,,,,
the,,,,,,
trophy,,,1,,,
room.,,,1,,,
,,,,,,
"""I",,,,,,
think,,,,,,
we've,,,,,,
lost,,,,,,
"him,""",,,,,,
Harry,,,1,,,
"panted,",,,,,,
leaning,,,,,,
against,,,,,,
the,,,,,,
cold,,,,,,
wall,,,1,,,
and,,,,,,
wiping,,,,,,
his,,,,,,
forehead.,,,1,,,
Neville,,,1,,,
was,,,,,,
bent,,1,,,,
"double,",,1,,,,
wheezing,,,,,,
and,,,,,,
spluttering.,,,,,,
,,,,,,
"""I",,,,,,
--,,,,,,
told,,,,,,
--,,,,,,
"you,""",,,,,,
Hermione,,,1,,,
"gasped,",,,,,,
clutching,,,,,,
at,,,,,,
the,,,,,,
stitch,,1,,,,
in,,,,,,
her,,,,,,
"chest,",,,,,,
"""I",,,,,,
--,,,,,,
told,,,,,,
--,,,,,,
"you.""",,,,,,
,,,,,,
"""We've",,,,,,
got,,,,,,
to,,,,,,
get,,,,,,
back,,,,,,
to,,,,,,
Gryffindor,,,,,,
"Tower,""",,,1,,,
said,,,,,,
"Ron,",,,1,,,
"""quickly",,,,,,
as,,,,,,
"possible.""",,,,,,
,,,,,,
"""Malfoy",,,1,,,
tricked,,,,,,
"you,""",,,,,,
Hermione,,,1,,,
said,,,,,,
to,,,,,,
Harry.,,,1,,,
"""You",,,,,,
realize,,,,,,
"that,",,,,,,
don't,,,,,,
you?,,,,,,
He,,,,,,
was,,,,,,
never,,,,,,
going,,,,,,
to,,,,,,
meet,,,,,,
you,,,,,,
--,,,,,,
Filch,,,1,,,
knew,,,,,,
someone,,,,,,
was,,,,,,
going,,,,,,
to,,,,,,
be,,,,,,
in,,,,,,
the,,,,,,
trophy,,,1,,,
"room,",,,1,,,
Malfoy,,,1,,,
must,,,,,,
have,,,,,,
tipped,,1,,,,
him,,1,,,,
"off.""",,1,,,,
,,,,,,
Harry,,,1,,,
thought,,,,,,
she,,,,,,
was,,,,,,
probably,,,,,,
"right,",,,,,,
but,,,,,,
he,,,,,,
wasn't,,,,,,
going,,,,,,
to,,,,,,
tell,,,,,,
her,,,,,,
that.,,,,,,
,,,,,,
"""Let's",,,,,,
"go.""",,,,,,
,,,,,,
It,,,,,,
wasn't,,,,,,
going,,,,,,
to,,,,,,
be,,,,,,
that,,,,,,
simple.,,,,,,
They,,,,,,
hadn't,,,,,,
gone,,,,,,
more,,,,,,
than,,,,,,
a,,,,,,
dozen,,,,,,
paces,,,,,,
when,,,,,,
a,,,,,,
doorknob,,,1,,,
rattled,,,,,,
and,,,,,,
something,,,,,,
came,,,,,,
shooting,,1,,,,
out,,,,,,
of,,,,,,
a,,,,,,
classroom,,,1,,,
in,,,,,,
front,,,,,,
of,,,,,,
them.,,,,,,
,,,,,,
It,,,,,,
was,,,,,,
Peeves.,,,1,,,
He,,,,,,
caught,,1,,,,
sight,,1,,,,
of,,,,,,
them,,,,,,
and,,,,,,
gave,,,,,,
a,,,,,,
squeal,,,,,,
of,,,,,,
delight.,1,,,,,
,,,,,,
"""Shut",,,,,,
"up,",,,,,,
Peeves,,,1,,,
--,,,,,,
please,,,,,,
--,,,,,,
you'll,,,,,,
get,,,,,,
us,,,,,,
thrown,,1,,,,
"out.""",,1,,,,
,,,,,,
Peeves,,,1,,,
cackled.,1,,,,,
,,,,,,
"""Wandering",,,,,,
around,,,,,,
at,,,,,,
"midnight,",,,,,,
Ickle,,,,,,
Firsties?,,,,,,
"Tut,",,,,,,
"tut,",,,,,,
tut.,,,,,,
"Naughty,",,,,,,
"naughty,",,,,,,
you'll,,,,,,
get,,,,,,
"caughty.""",,,,,,
,,,,,,
"""Not",,,,,,
if,,,,,,
you,,,,,,
don't,,,,,,
give,,1,,,,
us,,1,,,,
"away,",,1,,,,
"Peeves,",,,1,,,
"please.""",,,,,,
,,,,,,
"""Should",,,,,,
tell,,,,,,
"Filch,",,,1,,,
I,,,,,,
"should,""",,,,,,
said,,,,,,
Peeves,,,1,,,
in,,,,,,
a,,,,,,
saintly,,,,,,
"voice,",,,,,,
but,,,,,,
his,,,,,,
eyes,,,,,,
glittered,,,,,,
wickedly.,,,,,,
"""It's",,,,,,
for,,,,,,
your,,,,,,
own,,,,,,
"good,",,,,,,
you,,,,,,
"know.""",,,,,,
,,,,,,
"""Get",,,,,,
out,,,,,,
of,,,,,,
the,,,,,,
"way,""",,,,,,
snapped,1,,,,,
"Ron,",,,1,,,
taking,,,,,,
a,,,,,,
swipe,,1,,,,
at,,,,,,
Peeves,,,1,,,
--,,,,,,
this,,,,,,
was,,,,,,
a,,,,,,
big,,,,,,
mistake.,,,,,,
,,,,,,
"""STUDENTS",,,,,,
OUT,,,,,,
OF,,,,,,
"BED!""",,,,,,
Peeves,,,1,,,
"bellowed,",,,,,,
"""STUDENTS",,,,,,
OUT,,,,,,
OF,,,,,,
BED,,,1,,,
DOWN,,,,,,
THE,,,,,,
CHARMS,,,,,,
"CORRIDOR!""",,,1,,,
,,,,,,
Ducking,,,,,,
under,,,,,,
"Peeves,",,,1,,,
they,,,,,,
ran,,,,,,
for,,,,,,
their,,,,,,
"lives,",,,,,,
right,,,,,,
to,,,,,,
the,,,,,,
end,,,,,,
of,,,,,,
the,,,,,,
corridor,,,1,,,
where,,,,,,
they,,,,,,
slammed,,,,,,
into,,,,,,
a,,,,,,
door,,,1,,,
--,,,,,,
and,,,,,,
it,,,,,,
was,,,,,,
locked.,,,,,,
,,,,,,
"""This",,,,,,
is,,,,,,
"it!""",,,,,,
Ron,,,1,,,
"moaned,",,,,,,
as,,,,,,
they,,,,,,
pushed,,,,,,
helplessly,1,,,,,
at,,,,,,
the,,,,,,
"door,",,,1,,,
"""We're",,,,,,
done,,,,,,
for!,,,,,,
This,,,,,,
is,,,,,,
the,,,,,,
"end!""",,,,,,
,,,,,,
They,,,,,,
could,,,,,,
hear,,,,,,
"footsteps,",,,1,,,
Filch,,,1,,,
running,,,,,,
as,,,,,,
fast,,,,,,
as,,,,,,
he,,,,,,
could,,,,,,
toward,,,,,,
Peeves's,,,1,,,
shouts.,,,,,,
,,,,,,
"""Oh,",,,,,,
move,,,,,,
"over,""",,,,,,
Hermione,,,1,,,
